Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Pakistan,PAK,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5656000000
Pakistan,PAK,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4813000000
Pakistan,PAK,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4464000000
Pakistan,PAK,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3974000000
Pakistan,PAK,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3938000000
Pakistan,PAK,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3868000000
Pakistan,PAK,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4221000000
Pakistan,PAK,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5644000000
Pakistan,PAK,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5104000000
Pakistan,PAK,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3999000000
Pakistan,PAK,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3173000000
Pakistan,PAK,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2584050000
Pakistan,PAK,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2404000000
Pakistan,PAK,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2414000000
Pakistan,PAK,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2189000000
Pakistan,PAK,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2336000000
Pakistan,PAK,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1959000000
Pakistan,PAK,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2263000000
Pakistan,PAK,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2366365844.02621
Pakistan,PAK,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2197772553.30572
Pakistan,PAK,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2125384815.84081
Pakistan,PAK,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1829522865.30858
Pakistan,PAK,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1609527204.79578
Pakistan,PAK,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1484507415.94405
Pakistan,PAK,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1261460431.83064
Pakistan,PAK,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1180548352.09977
Pakistan,PAK,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1109112431.04693
Pakistan,PAK,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,911727227.758758
Pakistan,PAK,1987,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,909315288.464895
Pakistan,PAK,1986,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,757102640.083899
Pakistan,PAK,1985,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,694966263.652507
Pakistan,PAK,1984,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,665425066.124312
Pakistan,PAK,1983,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,580471274.784087
Pakistan,PAK,1982,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,534474464.434896
Pakistan,PAK,1981,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,378448851.803195
Pakistan,PAK,1980,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,359064638.69126
Pakistan,PAK,1979,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,313293538.620666
Pakistan,PAK,1978,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,240323647.377304
Pakistan,PAK,1977,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,223070682.827413
Pakistan,PAK,1976,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,168267148.374819
Pakistan,PAK,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,67869240000
Pakistan,PAK,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,64498000000
Pakistan,PAK,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,51906000000
Pakistan,PAK,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,48622000000
Pakistan,PAK,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,51141000000
Pakistan,PAK,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,49167000000
Pakistan,PAK,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,48902000000
Pakistan,PAK,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,47151000000
Pakistan,PAK,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,40016000000
Pakistan,PAK,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,35151430000
Pakistan,PAK,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,47929000000
Pakistan,PAK,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,37586000000
Pakistan,PAK,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,35098000000
Pakistan,PAK,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,29275200000
Pakistan,PAK,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,22007000000
Pakistan,PAK,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15210000000
Pakistan,PAK,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12566000000
Pakistan,PAK,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11952000000
Pakistan,PAK,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12026000000
Pakistan,PAK,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11565000000
Pakistan,PAK,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11996000000
Pakistan,PAK,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,13408451099.9428
Pakistan,PAK,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15622529174.6008
Pakistan,PAK,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,14185295078.085
Pakistan,PAK,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11884759296.5389
Pakistan,PAK,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12018661354.0904
Pakistan,PAK,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12399961066.4924
Pakistan,PAK,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,10997458784.5885
Pakistan,PAK,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,10205366734.0766
Pakistan,PAK,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,9112947789.20635
Pakistan,PAK,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,8623660010.5993
Pakistan,PAK,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7570955417.21271
Pakistan,PAK,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7200329462.07479
Pakistan,PAK,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7090127076.54375
Pakistan,PAK,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7355744358.94291
Pakistan,PAK,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6607694675.66819
Pakistan,PAK,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6721839746.71199
Pakistan,PAK,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6601897629.02912
Pakistan,PAK,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6347873098.03869
Pakistan,PAK,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5100889713.18864
Pakistan,PAK,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3855733112.82032
Pakistan,PAK,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2993490837.43284
Pakistan,PAK,1976,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2643864585.23064
Pakistan,PAK,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.47564940043549
Pakistan,PAK,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.07895465878659
Pakistan,PAK,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.27172144484217
Pakistan,PAK,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.40479164301124
Pakistan,PAK,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.10276399716513
Pakistan,PAK,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.53250345781466
Pakistan,PAK,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.70823059762827
Pakistan,PAK,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.93575282000981
Pakistan,PAK,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.41558622612575
Pakistan,PAK,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.91508941973538
Pakistan,PAK,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.53169337552312
Pakistan,PAK,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.97306359673634
Pakistan,PAK,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.02317374426538
Pakistan,PAK,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.29293993677555
Pakistan,PAK,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.09470544369873
Pakistan,PAK,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.51732673267327
Pakistan,PAK,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.65949485500468
Pakistan,PAK,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.52284034373587
Pakistan,PAK,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.70892018779343
Pakistan,PAK,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.56968215158924
Pakistan,PAK,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.51526364477336
Pakistan,PAK,1997,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.91601543664175
Pakistan,PAK,1996,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.30777317608618
Pakistan,PAK,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.57536539998489
Pakistan,PAK,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.7588364676398
Pakistan,PAK,1993,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.07086743090393
Pakistan,PAK,1992,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.37198600519551
Pakistan,PAK,1991,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.75306782871229
Pakistan,PAK,1990,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.21259713448822
Pakistan,PAK,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.64214852665096
Pakistan,PAK,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.08093544812964
Pakistan,PAK,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.13939562040046
Pakistan,PAK,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.02999717990132
Pakistan,PAK,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.97648447929736
Pakistan,PAK,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.39049575897624
Pakistan,PAK,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.28312562931306
Pakistan,PAK,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.15481826358163
Pakistan,PAK,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.97593553372337
Pakistan,PAK,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.01873698820264
Pakistan,PAK,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.98743428644699
Pakistan,PAK,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.63826998689384
Pakistan,PAK,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.35523613963039
Pakistan,PAK,1976,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.22834826556398
Pakistan,PAK,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,57435000000
Pakistan,PAK,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,53669000000
Pakistan,PAK,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,42687000000
Pakistan,PAK,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,39815000000
Pakistan,PAK,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,42675000000
Pakistan,PAK,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,41214000000
Pakistan,PAK,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,40385000000
Pakistan,PAK,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,38995000000
Pakistan,PAK,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,32843000000
Pakistan,PAK,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,28536000000
Pakistan,PAK,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,38132000000
Pakistan,PAK,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,28639000000
Pakistan,PAK,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,26597000000
Pakistan,PAK,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,21683200000
Pakistan,PAK,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,16643000000
Pakistan,PAK,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,11978000000
Pakistan,PAK,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,10428000000
Pakistan,PAK,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9741000000
Pakistan,PAK,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9896000000
Pakistan,PAK,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9520000000
Pakistan,PAK,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9834000000
Pakistan,PAK,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,10750177379.1813
Pakistan,PAK,1996,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,12163732482.0271
Pakistan,PAK,1995,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,11247761165.1947
Pakistan,PAK,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9355275505.23871
Pakistan,PAK,1993,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9379891899.21855
Pakistan,PAK,1992,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9716526928.39292
Pakistan,PAK,1991,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,8683283102.87071
Pakistan,PAK,1990,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,8132503396.3656
Pakistan,PAK,1989,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7400895822.20593
Pakistan,PAK,1988,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7130851527.64538
Pakistan,PAK,1987,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,6283337656.59508
Pakistan,PAK,1986,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5999165489.804
Pakistan,PAK,1985,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5905892147.92347
Pakistan,PAK,1984,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,6263361659.55881
Pakistan,PAK,1983,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5618267352.56912
Pakistan,PAK,1982,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5770827042.97438
Pakistan,PAK,1981,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5682517594.57348
Pakistan,PAK,1980,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5470407618.63659
Pakistan,PAK,1979,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4309384592.4557
Pakistan,PAK,1978,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3236250197.45248
Pakistan,PAK,1977,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2499244147.09185
